Name,RA (1950),Dec m_zw,v_h,sig sour,Type,D1,D1,BT,UGC,FLWO#,Notes and Other Names
N6185,163124,35260014.5,10301,3212700,1P,1.2,0.8,,10444,T00448,
16318+2906,163148,29051914.2,947,1512700,8B6,2.9,1.9,,10445,,VV625
N6196,163606,36100014.2,9424,2812700,-2X,1.4,1,,10482,T00392,I4615
16362+5026,163612,50260013.9,6089,3112700,-3,1,0.8,,10486,T12820,2457(09)
16380+5750,163800,57500014.1,5213,2412700,0,1.6,1.5,,10500,T00403,
N6207,164117.8,36560012.2,6  852,10 0200,3A3s,3.3,1.2,12.15,10521,,
I5090,210900,-2140014.5,9217,3512710,5P,1.1,0.4,,11691,T03567,
I1368,211142,1580014.3,4000,2612710,5,1.3,0.5,,11703,S10021,
N7047,211354,-1020014.3,5750,2812710,6,1.2,0.6,,11712,C05234,
N7077,212724,2120014.3,1142,1412700,11,0.6,0.6,,11755,S05404,"AK549,MK900"
N7081,212848,2160013.7,3280,810611,8,1.1,1.1,,11759,T03569,
N7102,213715,6033614.4,4848,2510619,3B,1.7,0.9,13.6,11786,L05265,
21458-0154,214548,-1540014.3,8153,1012700,5,0.9,0.5,,11814,S05403,AK553
N7156,215201.1,2422513.5,3990,2010617,6X T,1.6,1.4,13.7,11843,L05287,
I1411,215330,-1450014.5,8005,3812710,-7,0.9,0.5,,11850,L05236,
21562+1148,215609.3,11475314.3,9330,3412700,-6,0.5,0.5,,11865,T05405,MK518
N7189,220042,200014.4,9204,2212710,3B,0.9,0.6,,11882,S05759,
N7194,220106,12230014.5,8139,4312700,-7,1.3,0.9,,11888,T03545,
N7241,221324,18590013.8,1640,3612700,4B P,3.5,0.8,,11968,T07807,"1423 10(0611),IIZw174"
N7280,222400,15540013.6,1903,2010613,-2X R,1.9,1.3,,12035,,KDG568A
N7290,222600,16540013.8,2901,410611,4A R,1.7,1,,12045,,
22306+0750,223035.9,7502714.2,1995,912812,10,0.6,0.4,,12074,T04105,"IIZw181,AK558"
N7311,223136,5190013.4,4488,2412710,2A,1.8,0.9,,12080,T00532,
N7312,223206,5330014.5,8283,3712700,3B,1.7,1,,12083,T00533,
N7316,223330.6,20035013.7,5553,2010617,5B,1.1,0.9,,12098,,MK307
N7321,223400,21220014,7145,3612700,3,1.7,1,,12103,T03523,
N7323,223424,18530014,5600,710620,3,1.3,1.1,,12108,T03524,KDG569A
N7328,223459.8,10162314.3,2827,712812,2A,2.1,0.7,,12118,T00824,
22377+0747,223746.5,7473414.3,7487,3612707,1B,0.9,0.8,,12138,T01978,Sy1
I5243,223900.6,23064614.3,7155,3612700,8P,0.7,0.6,,12153,T04219,"AK562,IIZw185,KDG571B"
N7360,224100,3530014.5,4697,2812710,-5,0.7,0.3,,12167,T01979,
N7364,224154,-230013.8,4898,2512700,1A,1.7,1.2,,12174,T21429,
22426+0610,224237,6100314.2,1925,812812,8X s,3.3,1.7,,12178,T13344,1935(02)
N7385,224725.2,11203614,9 7900,3502700,-5  P,1.3,1.1,13.35,12207,T08478,*
N7391,224806,-1470013.7,3049,2312710,-7,1.8,1.7,,12211,T21430,*
I5258,224900,22490014.1,7747,5012700,-3,1.6,1,,12217,T03626,
N7396,224954,500014.1,4978,3212710,1A,1.8,1,,12220,T00555,
22531+1232,225306,12320014.4,7271,2512700,3B,1.6,0.9,,12250,T05407,
N7422,225336,3400014.3,4820,3512700,6,0.9,0.7,,12254,T01981,
N7428,225442,-1180013.8,3057,2512710,1B R,2.5,1.3,,12262,T00519,
N7436,225532.5,25525614.2,7409,29H2700,-7,2,2,,12269,T03715,
N7437,225542,14020014.4,2117,3010200,5A,1.8,1.8,,12270,,
N7442,225654,15170014.2,7268,3112700,5,1,1,,12286,T02111,
N7448,225736,15430012.2,3 2163,1802700,4A3T,2.7,1.1,12.15,12294,S10126,Arp13
N7454,225837.8,16071213.6,2007,2012700,-5,1.8,1.5,,12305,,*
N7458,225854,1290013.9,4981,2612710,-7,1.1,0.9,,12309,T00491,
N7460,225912,2000014.2,3296,2810100,3P,1.1,1,,12312,T15154,
N7461,225918,15190014.5,4272,3912700,-2,0.8,0.8,,12314,T03536,
N7464,225924,15420014.5,1877,321 0,-5  P,0.5,0.5,,12315,,HO802C
N7463,225924,15430013.5,2445,261 0,3X P,3.2,0.6,,12316,,"2058(33),HO802A"
N7465,225931.9,15414713.3,1959,4510302,-1B P,1.2,0.7,,12317,T05537,"MK313,AK573,HO802B"
N7468,230030.5,16200014,2083,1210611,10,0.9,0.6,,12329,T05539,MK314
N7469,230044.5,8361813,4852,2512700,1X T,1.6,1.1,12.6,12332,T04195,"Sy1,Arp298,HO803A,MK9003"
N7479,230224,12030011.9,3 2367,2302700,5B1s,4.4,3.4,11.7,12343,T10128,Liner
N7483,230318,3160014.3,4930,2812710,1B,1.6,0.9,,12353,T01982,
I5285,230424,22400014.4,6188,2312700,0  R,1.7,1.3,,12365,T04147,IIZw188
23049+1536,230454,15360014,15015,2712700,-6,0.2,0.2,,12376,T07167,IIIZw93
N7489,230506,22440014.3,6239,1510613,5,2.2,1.1,,12378,,
N7497,230642,17540013.3,1710,1510200,5,4.4,1.5,,12392,T03537,
N7506,230912,-2260014.3,3884,2012710,-2,1.7,1.1,,12406,T01957,
23093+0914,230918,9140014.2,6427,2512700,3,1.2,0.6,,12407,T02055,
23103+1538,231018,15380014,7506,3312700,,0.2,0.2,,12419,T05349,IIIZw95
N7515,231028,12250014,4467,810611,8,1.7,1.4,,12418,T00534,
N7518,231040.6,6025614.5,3531,5013200,1X R,1.5,1.4,,12422,T03627,"MK527,IR241345"
N7537,231200,4140014.1,3 2648,2802712,4A,2.1,0.5,13.8,12442,T00727,"HO805B,KDG578A"
N7539,231200,23240013.7,6048,4212700,-2,1.5,1.2,,12443,T03526,
23121-0002,231206,-20014.4,4389,3112710,5,0.6,0.6,,12446,T01958,
N7541,231212,4160012.7,2678,710611,4B3T,3.4,1.1,12.45,12447,T00728,"HO805A,KGD578B"
N7548,231242,25000014.5,7925,3412700,-2,1,0.8,,12455,T03539,
N7550,231246.8,18411913.9,5140,3112748,-3A,1.4,1.4,12.95,12456,T03717,"HCG93A,Arp99"
N7549,231248,18460814.1,4672,3812748,6B P,2.8,0.7,13.9,12457,T07431,HCG93B
N7563,231324,12550014.5,4315,2512700,1B,2.1,0.9,,12465,T02098,
N7562,231325.2,6245413.2,4 3608,1602712,-5,2.1,0.6,12.6,12464,T02712,*
N7568,231354,24130014.5,8439,3712700,3B,1,0.6,,12469,T03540,
N7570,231412,13130014.3,4655,2812700,1B,1.6,0.8,,12473,T02097,
N7591,231543.9,6184513.8,4953,1610611,3B,1.9,0.8,,12486,T05538,
23162+2457,231612,24570014,8081,3212700,1B,1,0.8,,12490,T04220,"MK319,KDG581A"
N7603,231622.7,-14814.4,8826,3412700,3A T,1.4,0.9,,12493,T05343,"Sy1,MK530,Arp92"
I1481,231654,5380014.5,6118,3012707,8P,0.9,0.8,,12505,T01983,Liner
23171+0112,231706,1120014.5,9006,4012710,6,0.9,0.4,,12508,T00775,
N7611,231706,7470014,3252,1912700,0B,1.2,0.6,13.55,12509,T13389,
N7612,231712.2,8180914.3,3228,2312700,-2,1.5,0.7,,12512,T01984,
23174+2600,231724,26000014.1,5864,2412700,-2,1.3,1,,12515,T05852,
23176+1541,231736,15410014.3,4380,3212700,7,1.4,0.4,,12519,T06000,
N7620,231736,23570013.5,9565,2912700,6,1.3,1.2,,12520,T04221,MK321
23177-0207,231742,-2070014.4,3563,3012710,5A,1.6,0.9,,12521,T01970,
N7619,231742.4,7555612.7,3758,1512700,-5,2.8,2.5,12.1,12523,T02126,*
N7624,231754,27020013.7,4351,2510909,5,1,0.7,14.1,12527,,"MK323,4276(0624)"
N7623,231758,8072014.1,7 3739,2102700,-1A,1.6,1,13.45,12526,T13388,
N7625,231800,16570013.4,5 1620,1000100,-1A T,1.5,1.5,12.8,12529,T15115,"IIIZw102,VV280,Arp212"
N7626,231810.4,7563412.9,0 3416,1802700,-5  P,2.4,1.8,12.25,12531,T02127,*
N7628,231824,25370013.8,4202,2012700,-7,1.1,0.9,,12534,T05511,
N7631,231848,7560013.8,3742,13200,3A,1.8,0.8,,12539,T00522,
N7634,231909.8,8364813.7,3150,451 0,-2B,1.2,0.9,,12542,,
N7642,232018,1100014.5,8930,3212710,5,0.45,0.45,,12560,T02007,
N7648,232122.3,9233513.5,3514,3212700,-2,1.6,1,,12575,T18979,"MK531,I1486"
N7653,232218,15000013.8,4265,910611,3,1.7,1.5,,12586,T15116,I1488
23229+2813,232252.7,28132214,6915,2812700,0,1.6,0.7,,12591,T03559,
N7660,232318,26450013.9,5707,2012700,-5,1.1,0.8,,12594,,
N7664,232410.2,24481813.3,3472,810611,5,3.3,1.8,,12598,T05997,
N7671,232447.8,12113414.3,3842,4312712,-2A,1.4,0.8,13.6,12602,T03556,
N7673,232511.7,23184812.7,3402,1210300,5A P,1.7,1.6,13,12607,T15117,"MK325,IVZw149,KDG584A"
N7674,232524.4,8301713.6,8698,2512748,4A R,1,0.9,13.84,12608,T07388,"Sy2,HCG96A,MK533,VV343,A"
N7677,232536,23150013.9,3554,710611,4X R,1.7,1.1,,12610,T05540,"MK326,KDG584B"
N7678,232554,22070012.7,3477,9010521,5X,2.5,1.8,,12614,,Kaz336
23260+1427,232600,14280012.9,2 -178,700200,10 9,5,3,12.63,12613 2,6.2,"Pegasus Dwarf,DDO216,Dsr"
N7679,232613.6,3140913.2,5142,1912710,-2B P,1.7,1.1,13.25,12618,S06015,"MK534,VV329,Arp216"
23264+1703,232624,17030014.2,6849,1712700,-2,1.4,1.2,,12620,S03978,
N7682,232630.7,3152814.3,5134,2012710,2B R,1.1,0.9,14.3,12622,S05707,"Sy2,VV329,Arp216"
23291+2540,232906,25400014.4,7969,3312700,3B,1.9,1.7,,12646,T03546,8028(0617)
N7691,233000,15340014.2,4061,3612700,4X,2.4,1.7,,12654,T03753,
23300+2339,233000,23390014,5177,2912700,-2,1.5,0.9,,12655,T03547,
23302+2911,233012,29110014.5,5595,3012700,-2,1.9,0.6,,12657,T03558,
N7698,233130,24400014.5,7028,2912700,-2,1,0.8,,12668,T03548,
23329+0703,233254,7030014.4,5207,3512700,6P,1.6,0.4,,12688,T01985,
23330+0457,233300,4570014.5,5777,2612700,2A,1.7,0.3,,12689,T01986,
N7711,233306,15020014,4057,2712700,-2,4,1.6,,12691,T00535,
N7712,233318,23200013.7,3051,610611,1P,0.9,0.8,,12694,T03549,
N7714,233341.2,1524213.1,2801,1812710,3B P,1.8,1.3,,12699,S01706,"MK538,VV51,Arp284,HO810A"
N7716,233400,10012.9,2574,2112710,3X3R,2.3,1.8,12.95,12702,T04104,
I1503,233554.2,4312014.3,6141,3512700,5,1,0.45,,12715,T01987,
N7720,233558.8,26451813.9,9101,1512419,-3  P,1.6,1.3,13.65,12716,T02381,"*A2634-1S,3CR465,KDG588A"
N7722,233612,15410013.7,4036,2812700,0,2.2,1.9,,12718,T00548,
N7728,233724,26520014.3,9498,4212700,-7,1,0.8,,12727,T03550,
23381+2557,233806,25570014.5,756,810200,9 8,3,3,,12732,,
I1504,233842,3450014.5,6306,2712700,3A,1.9,0.5,,12734,T02056,
N7731,233855,3274314.3,2891,712204,1B,1.5,1,,12737,T03571,ZCG
N7732,233900,3265414.5,2907,211119,8P,1.9,0.7,,12738,T03913,ZCG
23393-0137,233918,-1370014.2,6754,2812700,5,0.9,0.8,,12739,T02070,
N7741,234124,25480012.2,6  749,500611,6B3s,4.4,2.9,11.95,12754,T13156,
N7738,234130,140014.4,6771,2212700,3B,2.1,1.5,,12757,T05952,N7739
N7742,234142,10290012.3,7 1655,1902700,3A R,2,1.8,12.25,12760,T02662,
N7743,234148,9390012.9,1658,2512700,-1B R,2.5,2.1,12.2,12759,T02608,Liner
N7746,234248,-1570014.5,6883,2012700,-2,1.4,1.1,,12768,T02008,
N7747,234300,27060014.5,7766,3412700,3,1.7,0.6,,12772,T03551,7685(0624)
N7750,234404,3311713.8,2934,910611,6B P,1.7,0.8,,12777,,
N7751,234424,6350013.9,3261,1110611,-5,1.6,1.5,,12778,T00549,
N7752,234427.1,29104214.3,4902,1613700,0,0.45,0.2,,12779,,"AK585,IVZw165,VV5,MK1134"
N7753,234433,29122213.2,5163,1110611,4X T,3.5,1.8,,12780,T07759,"IVZw165B,VV5,Arp86,HO,KD"
N7757,234612,3534213.9,3148,2310105,5A T,2.5,2.2,,12788,,Arp68
N7767,234818,26490014.2,8013,2712700,0,1.1,0.2,,12805,T03629,I1511
N7768,234824,26530014,8123,2412700,-5,1.6,1.3,,12806,T02214,
N7769,234830,19520013,4 4204,1400611,3A T,1.8,1.8,12.8,12808,T05422,"MK9005,KDG592A,Kaz346"
23486+0046,234836,460014.4,8061,3112700,3,1.8,0.7,,12810,T15636,
N7770,234848,19490014.5,4161,3212700,15,1,0.9,,12813,T05423,
N7771,234852.3,19500813.3,9 4256,600620,1B s,2.5,1.2,13.1,12815,T00742,"MK9006,KDG592B,SB,Kaz348"
N7775,234954,28294013.9,6697,3312700,5,1.1,0.9,,12821,T03560,
N7778,235042,7360013.8,5242,2812700,-7,1.1,1,,12827,T00537,
N7777,235042,28010014.5,6939,2712700,-2,1.1,0.8,,12829,T03572,
N7779,235054,7360013.6,5153,2312700,0,1.4,1,,12831,T00538,
N7782,235118,7420013.3,3 5377,900611,3A s,2.1,1.3,13.1,12834,T17011,
23514+2813,235124,28130014.4,6946,2812700,-7,1.1,0.8,,12835,T03573,
N7783A,235136.4,61614.1,7855,2012748,-2B,1,0.5,14.04,12837A,T07604,"HCG98A,Arp323,VV208,KDG5"
23520+2836,235200,28360014.3,6841,3612700,-2,1.2,1,,12840,T03561,
N7785,235245.4,5381413.2,2 3824,1502700,-7,1.8,1.2,12.6,12841,T10129,*
N7786,235248,21190013.9,4280,4012700,-5,0.6,0.4,,12842,T00556,
23530+1738,235256.9,17382914.4,1757,3312700,9,3,1.3,,12843,T03776,
I1516,235342,-1120014.3,7267,2312700,4,1.3,1.2,,12852,T01971,
23541+1330,235406,13300014.3,10866,3112700,5,0.9,0.5,,12854,T02054,
23542+1633,235412,16330014.5,1788,3612700,10,2.6,0.9,,12856,T03895,
N7794,235600,10260013.8,5264,3112700,6  R,1.4,1.3,,12872,T00757,
N7798,235652.1,20283312.7,2407,810611,5B,1.4,1.3,,12884,T02609,MK332
N7800,235703.5,14315013.4,1736,610620,10,2.3,1.6,,12885,T05542,
23582+2808,235813.5,28072514.4,8846,3012748,-2,0.7,0.7,14.39,12899,T07901,HCG99B
N7803,235846.3,12495713.8,5300,2712748,0,1,0.7,14.13,12906,T00804,HCG100A
N7805,235852.7,31092014.3,4948,2112700,-2X P,1,0.7,,12908,T04103,"MK333,VV226,Arp112,KDG60"
N7806,235854,31100014.4,4827,2212700,4X P,1.1,0.8,,12911,T03814,"Arp112,VV226,KDG602B"
23591+2313,235906,23130013.2,4371,810620,6  R,2.7,1.3,,12914,T02610,"IIIZw125,VV254,KDG603A"
23592+2314,235912,23140013.9,4336,710620,7B P,1.6,0.5,14.4,12915,T13804,"IIIZw125,VV254,KDG603B"
N7810,235948,12410014.3,5532,2912700,-2,1,0.7,,12919,T03910,
,,,,,,,,,,,
The Numb,er of Ga,laxies is 2,395,,,,,,,,
,,,,,,,,,,,
CfA 1 Surve,y   Data,from Huchr,"a, Dav",is Latha,m and,Ton,ry 1,"982, A",pJ Supp,updated,
with new,and impr,oved veloci,ties a,s of May,"28, 1",994,.,,,,
,,,,,,,,,,,
Copyright t,he Smith,sonian Inst,itutio,n 1999.,,,,,,,
